,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
628,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25|Pvalb-T2A-Dre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,583439124,,,,,,
629,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,327566447,,,,,,
630,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_1,Exc_1,Aspiny_18,ME_Inh_17,Spiny_15,ME_Exc_7,486875162,,,,,,
631,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,490576429,,,,,,
632,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,562632795,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
633,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_3,Inh_6,Spiny_1,ME_Exc_7,Spiny_1,ME_Exc_7,490172112,,,,,,
634,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,484742372,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
635,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,593436526,,,,,,
636,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,476104386,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
637,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_2,Exc_1,,,Spiny_15,ME_Exc_7,585929192,,,,,,
638,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,356237593,,,,,,
639,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Inh_5,,,Spiny_15,ME_Inh_24,560690405,,,,,,
640,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,561325425,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
641,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,566466395,,,,,,
642,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,585908787,,,,,,
643,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,480169178,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
644,aspiny,aspiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,584632767,,,,,,
645,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_6,Spiny_11,ME_Exc_13,Spiny_1,ME_Exc_7,526946319,,,,,,
646,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,574036994,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
647,aspiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,557203722,,,,,,
648,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Inh_5,Spiny_7,ME_Exc_14,Spiny_15,ME_Exc_7,583141894,,,,,,
649,aspiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,476087653,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
650,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,326734770,,,,,,
651,aspiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,564359799,,,,,,
652,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_4,Inh_6,Spiny_13,ME_Exc_1,Spiny_1,ME_Exc_7,566475818,,,,,,
653,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,466632464,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
654,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_7,Inh_5,,,Spiny_15,ME_Inh_24,478111731,,,,,,
655,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_3,Exc_1,Aspiny_2,ME_Inh_24,Spiny_1,ME_Exc_7,578485753,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
656,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,382982932,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
657,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_12,ME_Exc_1,Spiny_1,ME_Exc_7,502143149,,,,,,
658,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,570626702,,,,,,
659,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_1,ME_Exc_7,Spiny_1,ME_Exc_7,523478869,,,,,,
660,aspiny,sparsely spiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,592819166,,,,,,
661,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,515059388,,,,,,
662,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,322536988,,,,,,
663,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,324053519,,,,,,
664,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Inh_6,Aspiny_16,ME_Inh_3,Spiny_1,ME_Exc_7,328031983,,,,,,
665,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,558583839,,,,,,
666,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,599393756,,,,,,
667,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_3,ME_Exc_15,Spiny_1,ME_Exc_7,569720969,,,,,,
668,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,488677994,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
669,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_2,ME_Exc_17,Spiny_1,ME_Exc_7,473020156,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
670,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,488687894,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
671,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152|Pvalb-T2A-Dre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,586379590,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
672,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,578517952,,,,,,
673,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,,Exc_1,Aspiny_5,,Spiny_1,ME_Exc_7,523748610,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
674,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Inh_6,Inh_6,Aspiny_1,ME_Inh_25,Spiny_1,ME_Exc_7,590556126,,,,,,
675,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,568767467,,,,,,
676,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_4,Exc_1,Spiny_13,ME_Exc_1,Spiny_1,ME_Exc_7,569296410,,,,,,
677,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,323501938,,,,,,
678,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,482491330,,,,,,
679,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_5,,,Spiny_7,ME_Inh_24,482493761,,,,,,
680,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,524647261,,,,,,
681,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,Spiny_18,ME_Exc_2,Spiny_1,ME_Exc_7,475515168,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
682,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,526936091,,,,,,
683,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,592952680,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
684,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,609713212,,,,,,
685,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,487176969,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
686,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,547330489,,,,,,
687,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,314642645,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
688,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Aspiny_4,ME_Exc_7,318543876,,,,,,
689,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,562432852,,,,,,
690,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_2,Exc_1,Aspiny_16,ME_Inh_4,Spiny_1,ME_Exc_7,320466776,,,,,,
691,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_8,Inh_6,Aspiny_10,ME_Inh_9,Spiny_1,ME_Exc_7,558076716,,,,,,
692,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,561329890,,,,,,
693,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,476266853,,,,,,
694,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,527826878,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
695,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_8,Inh_6,,,Spiny_1,ME_Exc_7,313861677,,,,,,
696,aspiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_5,,,Spiny_15,ME_Inh_24,501891177,,,,,,
697,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152|Pvalb-T2A-Dre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,586358539,,,,,,
698,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,510136749,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
699,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,486146717,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
700,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,490729633,,,,,,
701,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,512319604,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
702,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,562003142,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
703,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,573699058,,,,,,
704,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,509683388,,,,,,
705,spiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,567312865,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
706,aspiny,aspiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,323834998,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
707,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,481099785,,,,,,
708,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_1,Exc_1,Spiny_2,ME_Exc_7,Spiny_1,ME_Exc_7,326737743,,,,,,
709,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,487447111,,,,,,
710,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,517077548,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Exc_2
711,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_5,ME_Exc_19,Spiny_1,ME_Exc_7,570921682,,,,,,
712,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,563372842,,,,,,
713,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,Spiny_15,ME_Exc_10,Spiny_1,ME_Exc_7,482772037,,,,,,
714,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_5,,,Spiny_15,ME_Exc_5,490278904,,,,,,
715,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,485060618,,,,,,
716,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,570098371,,,,,,
717,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,485061364,,,,,,
718,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,555001065,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
719,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_11,Exc_1,Aspiny_4,ME_Inh_6,Spiny_1,ME_Exc_7,587098017,,,,,,
720,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,489888847,,,,,,
721,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Aspiny_4,ME_Exc_7,466245544,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
722,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,479728896,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
723,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,504614622,,,,,,
724,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,478828646,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
725,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_1,Inh_5,Spiny_5,ME_Exc_20,Spiny_7,ME_Exc_5,479897420,,,,,,
726,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_1,Exc_1,,,Spiny_15,ME_Exc_7,582857314,,,,,,
727,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,370694659,,,,,,
728,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,502143555,,,,,,
729,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,486509644,,,,,,
730,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,490931049,,,,,,
731,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_13,Inh_6,Aspiny_12,ME_Inh_11,Spiny_1,ME_Exc_7,515511110,,,,,,
732,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,509516379,,,,,,
733,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_7,ME_Exc_20,Spiny_1,ME_Exc_7,571379222,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
734,aspiny,aspiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,569072334,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
735,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,509875338,,,,,,
736,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,488686369,,,,,,
737,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,560599530,,,,,,
738,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Inh_5,Inh_6,,,Spiny_1,ME_Exc_7,574038330,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
739,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,589441038,,,,,,
740,spiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,585925172,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
741,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,485574832,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
742,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,519549081,,,,,,
743,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_3,Exc_1,Aspiny_14,ME_Inh_5,Spiny_1,ME_Exc_7,473909767,,,,,,
744,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,605889373,,,,,,
745,aspiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_5,,,Spiny_7,ME_Exc_5,473601979,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
746,spiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,470581375,,,,,,
747,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,475465708,,,,,,
748,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,488683322,,,,,,
749,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,623960880,,,,,,
750,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre-neo|PhiC31-neo,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,554454458,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_11,Inh_6
751,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,395830185,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
752,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_2,Exc_1,,,Spiny_15,ME_Exc_7,561553133,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
753,spiny,spiny,Chrna2-Cre_OE25,Penk-IRES2-Cre-neo,Exc_3,Inh_6,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,604130772,,,,,,
754,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,578894262,,,,,,
755,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,329557305,,,,,,
756,aspiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,569651358,,,,,,
757,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,486893033,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
758,aspiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Inh_3,Exc_1,Aspiny_13,ME_Inh_2,Spiny_1,ME_Exc_7,593312295,,,,,,
759,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,530731648,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
760,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,504643398,,,,,,
761,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,478058328,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
762,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_11,Inh_5,,,Spiny_7,ME_Exc_5,475585451,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
763,aspiny,sparsely spiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,571396942,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
764,aspiny,aspiny,Chrna2-Cre_OE25,Gng7-Cre_KH71,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,603739199,,,,,,
765,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,341459814,,,,,,
766,aspiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,397243949,,,,,,
767,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Exc_4,Inh_6,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,628123780,,,,,,
768,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,569270348,,,,,,
769,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_8,Inh_6,,,Spiny_1,ME_Exc_7,488697163,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
770,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,490387590,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
771,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,480952106,,,,,,
